code1c	date	item_code	item_name	price	summa
00БП-000204	29.05.2020 12:05:22	БП-00000083	Услуги рекламы	1 280	1 280
00БП-000205	02.06.2020 14:24:17	БП-00000083	Услуги рекламы	1 800	1 800
00БП-000206	09.07.2020 17:46:14	БП-00000083	Услуги рекламы	1 800	1 800
00БП-000207	02.06.2020 14:24:18	БП-00000083	Услуги рекламы	2 100	2 100
00БП-000208	17.06.2020 12:06:09	БП-00000083	Услуги рекламы	1 200	1 200
00БП-000209	15.04.2020 12:00:25	БП-00000319	Оказание услуг по упаковке, фасовке продукции за период	150	120 450
00БП-000210	15.04.2020 12:00:26	БП-00000342	Удаление листа с вывозом на дорожку	135	100 710
00БП-000210	15.04.2020 12:00:26	БП-00000345	Погрузка	135	6 480
00БП-000210	15.04.2020 12:00:26	БП-00000343	Сбор плодов	135	100 710
00БП-000211	15.04.2020 12:00:27	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	889 920
00БП-000212	15.04.2020 12:00:28	БП-00000320	Оказание услуг в области растениеводства за период	135	365 445
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.26	7 323.68
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.27	108 872.64
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.27	5 226.93
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.27	685.8
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.27	1 787.4
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.27	11 838.96
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.26	863.2
00БП-000213	23.04.2020 23:35:30	БП-00000006	Оказание услуг по договору подряда	0.27	7 047
00БП-000214	30.04.2020 23:59:59	БП-00000342	Удаление листа с вывозом на дорожку	135	121 095
00БП-000214	30.04.2020 23:59:59	БП-00000345	Погрузка	135	3 240
00БП-000214	30.04.2020 23:59:59	БП-00000343	Сбор плодов	135	121 095
00БП-000215	30.04.2020 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 013 760
00БП-000216	30.04.2020 23:59:59	БП-00000319	Оказание услуг по упаковке, фасовке продукции за период	150	128 700
00БП-000217	30.04.2020 23:59:59	БП-00000320	Оказание услуг в области растениеводства за период	135	258 255
00БП-000218	15.05.2020 17:13:36	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 046 160
00БП-000219	15.05.2020 17:13:37	БП-00000342	Удаление листа с вывозом на дорожку	135	67 500
00БП-000219	15.05.2020 17:13:37	БП-00000343	Сбор плодов	135	67 500
00БП-000220	15.05.2020 17:13:38	БП-00000382	Навеска живой птицы	310	30 070
00БП-000220	15.05.2020 17:13:38	БП-00000383	Навеска субпродуктов	280	199 920
00БП-000220	15.05.2020 17:13:38	БП-00000384	Сортировка готовой продукции	265	238 235
00БП-000221	15.05.2020 17:13:39	БП-00000320	Оказание услуг в области растениеводства за период	135	356 805
00БП-000222	31.05.2020 23:59:59	БП-00000342	Удаление листа с вывозом на дорожку	135	102 600
00БП-000222	31.05.2020 23:59:59	БП-00000343	Сбор плодов	135	102 600
00БП-000223	31.05.2020 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 287 360
00БП-000224	31.05.2020 23:59:59	БП-00000386	Услуги по упаковке тушки	275	310 475
00БП-000225	31.05.2020 23:59:59	БП-00000320	Оказание услуг в области растениеводства за период	135	236 925
00БП-000226	31.05.2020 23:59:59	БП-00000382	Навеска живой птицы	310	71 610
00БП-000226	31.05.2020 23:59:59	БП-00000383	Навеска субпродуктов	280	165 480
00БП-000226	31.05.2020 23:59:59	БП-00000384	Сортировка готовой продукции	265	485 480
00БП-000227	15.06.2020 13:46:57	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 551 690
00БП-000228	15.06.2020 13:46:58	БП-00000342	Удаление листа с вывозом на дорожку	135	87 007.5
00БП-000228	15.06.2020 13:46:58	БП-00000343	Сбор плодов	135	87 007.5
00БП-000229	15.06.2020 13:46:59	БП-00000386	Услуги по упаковке тушки	275	395 725
00БП-000230	15.06.2020 13:47:00	БП-00000320	Оказание услуг в области растениеводства за период	135	175 095
00БП-000231	15.06.2020 13:47:01	БП-00000382	Навеска живой птицы	310	121 520
00БП-000231	15.06.2020 13:47:01	БП-00000383	Навеска субпродуктов	280	159 320
00БП-000231	15.06.2020 13:47:01	БП-00000384	Сортировка готовой продукции	265	383 985
00БП-000232	30.06.2020 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 809 360
00БП-000233	30.06.2020 23:59:59	БП-00000342	Удаление листа с вывозом на дорожку	135	69 120
00БП-000233	30.06.2020 23:59:59	БП-00000343	Сбор плодов	135	69 120
00БП-000234	30.06.2020 23:59:59	БП-00000386	Услуги по упаковке тушки	275	309 650
00БП-000235	30.06.2020 23:59:59	БП-00000320	Оказание услуг в области растениеводства за период	135	252 720
00БП-000236	30.06.2020 23:59:59	БП-00000382	Навеска живой птицы	310	82 150
00БП-000236	30.06.2020 23:59:59	БП-00000383	Навеска субпродуктов	280	115 920
00БП-000236	30.06.2020 23:59:59	БП-00000384	Сортировка готовой продукции	265	243 270
00БП-000237	10.07.2020 13:59:03	БП-00000083	Услуги рекламы	4 320	4 320
00БП-000238	10.07.2020 13:59:19	БП-00000347	Заправка картриджа	350	350
00БП-000239	30.06.2020 23:59:59	БП-00000033	Услуги связи	1 500	1 500
00БП-000240	30.06.2020 23:59:59	БП-00000083	Услуги рекламы	2 378.57	2 378.57
00БП-000241	29.06.2020 13:27:23	БП-00000083	Услуги рекламы	3 600	3 600
00БП-000243	30.06.2020 23:59:59	БП-00000083	Услуги рекламы	61 800.04	61 800.04
00БП-000245	04.06.2020 9:53:00	БП-00000405	Вывеска ПВХ	590	590
00БП-000246	30.04.2020 23:59:59	БП-00000033	Услуги связи	1 500	1 500
00БП-000247	17.07.2020 23:59:59	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	9.95	3 184
00БП-000248	17.07.2020 15:54:22	БП-00000083	Услуги рекламы	1 800	1 800
00БП-000249	17.07.2020 23:59:59	БП-00000083	Услуги рекламы	1 200	1 200
00БП-000250	20.07.2020 13:22:47	БП-00000083	Услуги рекламы	600	600
00БП-000251	20.07.2020 13:22:48	БП-00000083	Услуги рекламы	600	600
00БП-000252	20.07.2020 17:45:12	БП-00000083	Услуги рекламы	600	600
00БП-000253	20.07.2020 17:45:13	БП-00000083	Услуги рекламы	3 300	3 300
00БП-000254	21.07.2020 12:29:44	БП-00000083	Услуги рекламы	1 800	1 800
00БП-000255	01.10.2020 17:20:45	БП-00000005	Аренда помещений	17 000	17 000
00БП-000256	01.10.2020 17:21:10	БП-00000005	Аренда помещений	17 000	17 000
00БП-000257	01.10.2020 17:21:39	БП-00000005	Аренда помещений	17 000	17 000
00БП-000258	01.10.2020 17:22:10	БП-00000005	Аренда помещений	17 000	17 000
00БП-000259	01.10.2020 12:00:01	БП-00000005	Аренда помещений	17 000	17 000
00БП-000260	13.07.2020 17:47:13	БП-00000083	Услуги рекламы	1 500	1 500
00БП-000261	09.07.2020 17:46:21	БП-00000083	Услуги рекламы	990	990
00БП-000001	28.02.2019 13:09:27	БП-00000004	Бухгалтерское обслуживание	3 170	3 170
00БП-000003	31.03.2019 12:00:02	БП-00000005	Аренда помещений	1 666.67	1 666.67
00БП-000004	31.03.2019 12:00:03	БП-00000004	Бухгалтерское обслуживание	3 170	3 170
00БП-000005	28.02.2019 13:09:29	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	227.5	416 097.5
00БП-000006	31.03.2019 12:00:04	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	285	669 465
00БП-000007	30.04.2019 14:19:03	БП-00000004	Бухгалтерское обслуживание	4 050	4 050
00БП-000008	15.04.2019 14:19:07	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	220	192 280
00БП-000009	30.04.2019 23:59:59	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	209.17	417 496.67
00БП-000010	30.04.2019 23:59:59	БП-00000005	Аренда помещений	1 666.67	1 666.67
00БП-000011	30.04.2019 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	0.18	167 402.2
00БП-000012	31.05.2019 12:00:02	БП-00000005	Аренда помещений	1 935.48	1 935.48
00БП-000013	31.05.2019 12:00:03	БП-00000005	Аренда помещений	1 651.62	1 651.62
00БП-000016	31.05.2019 12:00:09	БП-00000004	Бухгалтерское обслуживание	3 170	3 170
00БП-000017	31.05.2019 12:00:10	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	208.33	202 083.33
00БП-000017	31.05.2019 12:00:10	00-00000002	Погрузочно-разгрузочные работы ручным способом	125	134 500
00БП-000018	31.05.2019 12:00:11	БП-00000082	Оказание услуг по упаковке	0.1	87 011.9
00БП-000019	31.05.2019 12:00:12	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	159.17	467 154.17
00БП-000020	15.05.2019 16:05:12	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	159.17	364 650.83
00БП-000021	15.05.2019 16:05:13	БП-00000083	Услуги рекламы	3 333.32	3 333.32
00БП-000022	12.06.2019 12:00:01	БП-00000083	Услуги рекламы	3 916.67	3 916.67
00БП-000023	01.06.2019 12:00:03	БП-00000005	Аренда помещений	111.81	1 039.79
00БП-000024	01.06.2019 12:00:04	БП-00000005	Аренда помещений	111.81	1 050.97
00БП-000025	01.06.2019 12:00:05	БП-00000005	Аренда помещений	111.81	3 331.81
00БП-000026	01.06.2019 12:00:06	БП-00000005	Аренда помещений	111.81	2 180.21
00БП-000027	01.06.2019 12:00:07	БП-00000005	Аренда помещений	479.17	4 504.17
00БП-000028	01.06.2019 12:00:08	БП-00000005	Аренда помещений	61.83	1 873.38
00БП-000029	01.06.2019 12:00:09	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000030	01.06.2019 12:00:10	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000031	01.06.2019 12:00:11	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000032	31.05.2019 23:59:59	БП-00000005	Аренда помещений	1 666.67	1 666.67
00БП-000033	01.04.2019 10:19:21	БП-00000004	Бухгалтерское обслуживание	1 700	1 700
00БП-000034	30.06.2019 23:59:59	БП-00000004	Бухгалтерское обслуживание	8 905	8 905
00БП-000035	15.06.2019 12:25:15	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	159.17	552 149.17
00БП-000036	15.06.2019 12:25:16	00-00000002	Погрузочно-разгрузочные работы ручным способом	241.67	119 625
00БП-000037	15.06.2019 12:25:17	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	304.17	84 254.17
00БП-000038	05.06.2019 17:45:57	БП-00000083	Услуги рекламы	1 566	1 566
00БП-000039	14.06.2019 12:00:00	БП-00000083	Услуги рекламы	1 459.2	1 459.2
00БП-000040	18.06.2019 12:00:00	БП-00000083	Услуги рекламы	640	640
00БП-000041	25.06.2019 16:12:13	БП-00000083	Услуги рекламы	640	640
00БП-000042	15.05.2019 16:05:14	БП-00000082	Оказание услуг по упаковке	0.19	31 132.1
00БП-000042	15.05.2019 16:05:14	БП-00000082	Оказание услуг по упаковке	0.2	52 605.4
00БП-000043	31.05.2019 23:59:59	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	175	200 200
00БП-000044	15.06.2019 12:25:18	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	295	64 900
00БП-000045	15.06.2019 12:25:19	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	295	12 980
00БП-000045	15.06.2019 12:25:19	00-00000002	Погрузочно-разгрузочные работы ручным способом	150	3 300
00БП-000046	30.06.2019 23:59:59	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	295	149 270
00БП-000047	30.06.2019 23:59:59	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	295	146 025
00БП-000047	30.06.2019 23:59:59	00-00000002	Погрузочно-разгрузочные работы ручным способом	150	57 750
00БП-000048	30.06.2019 23:59:59	БП-00000082	Оказание услуг по упаковке	165	824 835
00БП-000049	30.06.2019 23:59:59	БП-00000005	Аренда помещений	6 300	6 300
00БП-000049	30.06.2019 23:59:59	БП-00000102	Аренда помещений	800	12 800
00БП-000050	30.06.2019 23:59:59	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	8.31	182.82
00БП-000052	30.06.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	104 069.02
00БП-000052	30.06.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.24	124 524.48
00БП-000053	30.06.2019 23:59:59	БП-00000102	Аренда помещений	500	6 000
00БП-000054	24.06.2019 12:00:01	БП-00000083	Услуги рекламы	2 000	2 000
00БП-000055	30.06.2019 23:59:59	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000056	30.06.2019 23:59:59	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000057	30.06.2019 23:59:59	БП-00000005	Аренда помещений	479.17	14 518.75
00БП-000058	30.06.2019 23:59:59	БП-00000005	Аренда помещений	479.17	4 504.17
00БП-000059	30.06.2019 23:59:59	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000060	31.07.2019 12:00:01	БП-00000005	Аренда помещений	12 000	12 000
00БП-000061	15.07.2019 23:16:56	БП-00000082	Оказание услуг по упаковке	191	1 169 684
00БП-000062	31.07.2019 23:16:57	БП-00000004	Бухгалтерское обслуживание	18 145	18 145
00БП-000063	31.07.2019 23:17:02	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000064	31.07.2019 23:17:03	БП-00000005	Аренда помещений	479.17	4 504.17
00БП-000065	31.07.2019 23:17:04	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000066	31.07.2019 23:17:05	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000067	31.07.2019 23:17:06	БП-00000005	Аренда помещений	479.17	14 518.75
00БП-000068	31.07.2019 23:17:07	БП-00000102	Аренда помещений	800	12 800
00БП-000069	22.08.2019 23:17:09	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	156.3	450 000
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	12 800.16
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	33 416.89
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	46 397.62
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	22 199.35
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	29 105.73
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	41 740.48
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	155 275.58
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	6 936.14
00БП-000070	31.07.2019 23:17:10	БП-00000006	Оказание услуг по договору подряда	0.29	52 128.05
00БП-000071	15.08.2019 23:59:59	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	295	29 205
00БП-000071	15.08.2019 23:59:59	00-00000002	Погрузочно-разгрузочные работы ручным способом	191	131 408
00БП-000072	31.08.2019 23:59:59	БП-00000005	Аренда помещений	12 000	12 000
00БП-000073	15.08.2019 17:01:31	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	191	983 841
00БП-000074	31.08.2019 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	191	808 885
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	29 516.88
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	21 228.62
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	14 395.92
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	15 672.72
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	10 344.13
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	20 852.88
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	43 320
00БП-000075	31.08.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.23	21 792.25
00БП-000076	31.08.2019 23:59:59	БП-00000003	Погрузочно-разгрузочные работы механизированным способом	295	112 690
00БП-000076	31.08.2019 23:59:59	00-00000002	Погрузочно-разгрузочные работы ручным способом	161	90 160
00БП-000078	31.08.2019 23:59:59	БП-00000004	Бухгалтерское обслуживание	5 035	5 035
00БП-000079	16.09.2019 12:00:04	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	191	753 304
00БП-000081	18.09.2019 12:53:26	БП-00000083	Услуги рекламы	1 080	1 080
00БП-000082	24.09.2019 9:19:58	БП-00000083	Услуги рекламы	640	640
00БП-000084	30.09.2019 10:18:58	БП-00000102	Аренда помещений	800	12 800
00БП-000085	21.09.2019 12:00:00	БП-00000083	Услуги рекламы	640	640
00БП-000086	30.09.2019 23:59:59	БП-00000005	Аренда помещений	12 000	12 000
00БП-000087	03.09.2019 12:00:00	БП-00000005	Аренда помещений	31.94	300.27
00БП-000088	30.09.2019 23:59:59	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000089	30.09.2019 23:59:59	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000090	30.09.2019 23:59:59	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000091	30.09.2019 23:59:59	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000092	30.09.2019 23:59:59	БП-00000005	Аренда помещений	247.31	7 518.28
00БП-000093	30.09.2019 23:59:59	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000094	30.09.2019 23:59:59	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000095	30.09.2019 23:59:59	БП-00000005	Аренда помещений	463.71	8 485.88
00БП-000096	30.09.2019 23:59:59	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000097	01.09.2019 12:00:01	БП-00000005	Аренда помещений	448.25	6 947.92
00БП-000098	01.09.2019 12:00:02	БП-00000005	Аренда помещений	340.05	5 270.83
00БП-000099	30.09.2019 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	165	439 560
00БП-000100	27.09.2019 12:00:01	БП-00000033	Услуги связи	1 000	1 000
00БП-000101	30.09.2019 23:59:59	БП-00000033	Услуги связи	133.33	133.33
00БП-000102	11.08.2019 12:00:00	БП-00000005	Аренда помещений	170.03	5 151.82
00БП-000103	31.08.2019 23:59:59	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000104	31.08.2019 23:59:59	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000105	31.08.2019 23:59:59	БП-00000005	Аренда помещений	479.17	4 504.17
00БП-000106	31.08.2019 23:59:59	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000107	30.09.2019 23:59:59	БП-00000165	Поддержка 1С	2 250	2 250
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	28 519
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	13 056.8
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	17 787.8
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	11 266.24
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	16 194.27
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	68 195.18
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	5 825.4
00БП-000108	30.09.2019 23:59:59	БП-00000006	Оказание услуг по договору подряда	0.19	12 018.81
00БП-000109	30.09.2019 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	165	564 300
00БП-000112	11.10.2019 12:07:30	БП-00000083	Услуги рекламы	1 680	1 680
00БП-000113	27.08.2019 12:00:01	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	156.3	556 572
00БП-000114	21.10.2019 16:33:03	БП-00000165	Поддержка 1С	1 500	1 500
00БП-000115	01.10.2019 11:04:52	БП-00000083	Услуги рекламы	2 073.6	2 073.6
00БП-000116	18.10.2019 14:54:14	БП-00000083	Услуги рекламы	2 073.6	2 073.6
00БП-000117	25.10.2019 12:00:00	БП-00000083	Услуги рекламы	3 120	3 120
00БП-000118	29.10.2019 12:53:05	БП-00000083	Услуги рекламы	768	768
00БП-000119	29.10.2019 12:55:28	БП-00000083	Услуги рекламы	256	256
00БП-000120	15.10.2019 15:15:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	165	1 071 345
00БП-000121	31.10.2019 13:22:13	БП-00000005	Аренда помещений	12 000	12 000
00БП-000122	15.10.2019 15:16:00	БП-00000083	Услуги рекламы	560	560
00БП-000123	29.10.2019 12:55:29	БП-00000083	Услуги рекламы	560	560
00БП-000124	10.10.2019 14:51:09	БП-00000083	Услуги рекламы	1 224	1 224
00БП-000125	31.10.2019 13:22:14	БП-00000102	Аренда помещений	800	12 800
00БП-000126	31.10.2019 13:22:36	БП-00000033	Услуги связи	1 000	1 000
00БП-000127	06.11.2019 12:00:00	БП-00000083	Услуги рекламы	560	560
00БП-000128	01.11.2019 12:00:03	БП-00000083	Услуги рекламы	560	560
00БП-000129	08.11.2019 14:20:38	БП-00000083	Услуги рекламы	560	560
00БП-000130	31.10.2019 13:22:37	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000131	31.10.2019 13:22:38	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000132	31.10.2019 13:22:39	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000133	31.10.2019 13:22:40	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000134	31.10.2019 13:22:41	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000135	20.10.2019 12:00:00	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	165	425 700
00БП-000136	25.10.2019 12:11:30	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	165	425 700
00БП-000137	31.10.2019 13:22:42	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	165	428 010
00БП-000138	06.11.2019 12:00:01	БП-00000083	Услуги рекламы	1 500	1 500
00БП-000139	15.11.2019 9:43:34	БП-00000083	Услуги рекламы	1 555.2	1 555.2
00БП-000142	22.11.2019 15:36:53	БП-00000083	Услуги рекламы	1 152	1 152
00БП-000143	20.11.2019 10:28:21	БП-00000083	Услуги рекламы	1 224	1 224
00БП-000144	21.10.2019 16:33:04	БП-00000083	Услуги рекламы	1 500	1 500
00БП-000145	04.11.2019 12:00:00	БП-00000083	Услуги рекламы	500	500
00БП-000146	04.11.2019 12:00:01	БП-00000083	Услуги рекламы	1 000	1 000
00БП-000147	05.11.2019 12:00:00	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	504 495
00БП-000149	30.11.2019 12:00:03	БП-00000102	Аренда помещений	800	12 800
00БП-000150	30.11.2019 12:00:04	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000151	30.11.2019 12:00:05	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000152	30.11.2019 12:00:06	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000153	30.11.2019 12:00:07	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000154	30.11.2019 12:00:08	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000155	30.11.2019 12:00:09	БП-00000005	Аренда помещений	12 000	12 000
00БП-000156	10.11.2019 12:00:00	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	504 495
00БП-000157	15.11.2019 14:02:31	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	418 470
00БП-000159	30.11.2019 12:00:11	БП-00000033	Услуги связи	1 000	1 000
00БП-000160	03.12.2019 13:35:58	БП-00000083	Услуги рекламы	640	640
00БП-000161	23.11.2019 12:00:00	БП-00000083	Услуги рекламы	640	640
00БП-000162	26.11.2019 14:02:05	БП-00000083	Услуги рекламы	640	640
00БП-000164	30.11.2019 15:31:47	БП-00000165	Поддержка 1С	3 450	3 450
00БП-000165	30.11.2019 15:31:48	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	10.04	2 931.68
00БП-000167	09.12.2019 15:28:40	БП-00000222	Ввод ККТ в эксплуатацию+регистрация в ИФНС	1 500	1 500
00БП-000167	09.12.2019 15:28:40	БП-00000223	Услуги ОФД	3 000	3 000
00БП-000168	30.11.2019 15:31:50	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	9.64	183.16
00БП-000169	30.11.2019 15:31:51	БП-00000102	Аренда помещений	800	12 800
00БП-000170	13.12.2019 13:18:04	БП-00000083	Услуги рекламы	1 555.2	1 555.2
00БП-000171	01.12.2019 12:00:00	БП-00000005	Аренда помещений	575	9 487.5
00БП-000172	01.12.2019 12:00:01	БП-00000005	Аренда помещений	575	17 422.5
00БП-000173	01.12.2019 12:00:02	БП-00000005	Аренда помещений	575	5 405
00БП-000001	08.01.2020 12:00:00	БП-00000005	Аренда помещений	21 500	21 500
00БП-000175	19.11.2019 12:00:02	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	448 440
00БП-000176	24.11.2019 12:00:00	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	558 700
00БП-000177	31.12.2019 12:00:02	БП-00000005	Аренда помещений	12 000	12 000
00БП-000178	31.12.2019 12:00:03	БП-00000102	Аренда помещений	800	12 800
00БП-000179	31.12.2019 12:00:04	БП-00000033	Услуги связи	1 000	1 000
00БП-000180	14.12.2019 12:00:00	БП-00000083	Услуги рекламы	640	640
00БП-000181	17.12.2019 15:37:06	БП-00000083	Услуги рекламы	640	640
00БП-000182	24.12.2019 12:00:00	БП-00000083	Услуги рекламы	640	640
00БП-000183	31.12.2019 12:00:05	БП-00000083	Услуги рекламы	640	640
00БП-000184	27.12.2019 12:00:00	БП-00000083	Услуги рекламы	2 073.6	2 073.6
00БП-000186	30.11.2019 23:59:59	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	507 455
00БП-000187	15.11.2019 23:59:59	БП-00000205	Погрузо-разгрузочные услуги	1	141 892.31
00БП-000188	30.11.2019 23:59:59	БП-00000205	Погрузо-разгрузочные услуги	1	210 688.46
00БП-000189	05.12.2019 12:00:00	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	506 900
00БП-000190	10.12.2019 12:00:19	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	509 490
00БП-000191	15.12.2019 12:00:05	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	512 080
00БП-000192	15.12.2019 12:00:06	БП-00000205	Погрузо-разгрузочные услуги	1	210 050
00БП-000193	20.12.2019 11:13:53	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	407 000
00БП-000194	25.12.2019 12:00:07	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	405 150
00БП-000195	31.12.2019 13:42:12	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	185	431 420
00БП-000196	31.12.2019 13:42:13	БП-00000205	Погрузо-разгрузочные услуги	1	163 192.31
