code1c	date	item_code	item_name	price	summa
00БП-000197	31.12.2019 23:59:59	БП-00000229	Услуги по содержанию сайта	1 123	1 123
00БП-000199	31.12.2019 23:59:59	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	9.78	4 234.74
00БП-000200	31.12.2019 23:59:59	БП-00000005	Аренда помещений	8 333.33	8 333.33
00БП-000201	31.12.2019 23:59:59	БП-00000083	Услуги рекламы	2 764.8	2 764.8
00БП-000202	30.11.2019 23:59:59	БП-00000005	Аренда помещений	8 333.33	8 333.33
00БП-000203	31.12.2019 23:59:59	БП-00000083	Услуги рекламы	1 152	1 152
00БП-000204	31.12.2019 23:59:59	БП-00000083	Услуги рекламы	324	324
00БП-000205	31.12.2019 23:59:59	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000206	31.12.2019 23:59:59	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000207	31.12.2019 23:59:59	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000208	31.12.2019 23:59:59	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000209	31.12.2019 23:59:59	БП-00000005	Аренда помещений	575	9 487.5
00БП-000210	31.12.2019 23:59:59	БП-00000005	Аренда помещений	575	17 422.5
00БП-000211	31.12.2019 23:59:59	БП-00000005	Аренда помещений	575	5 405
00БП-000212	31.12.2019 23:59:59	БП-00000004	Бухгалтерское обслуживание	1 740	1 740
00БП-000213	31.12.2019 23:59:59	БП-00000083	Услуги рекламы	5 900	5 900
00БП-000214	31.12.2019 23:59:59	БП-00000005	Аренда помещений	8 064.51	8 064.51
00БП-000005	09.01.2020 15:22:31	БП-00000235	Обслуживание ККМ	300	300
00БП-000006	31.01.2020 13:42:08	БП-00000005	Аренда помещений	12 000	12 000
00БП-000007	28.01.2020 13:54:27	БП-00000083	Услуги рекламы	640	640
00БП-000008	25.01.2020 12:00:00	БП-00000083	Услуги рекламы	640	640
00БП-000010	31.01.2020 12:19:15	БП-00000005	Аренда помещений	575	5 405
00БП-000011	31.01.2020 12:20:10	БП-00000005	Аренда помещений	575	17 422.5
00БП-000012	31.01.2020 12:22:21	БП-00000005	Аренда помещений	575	9 487.5
00БП-000013	31.01.2020 12:22:53	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000014	31.01.2020 12:23:13	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000015	31.01.2020 12:24:04	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000016	31.01.2020 12:24:51	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000017	31.01.2020 12:25:17	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000018	31.01.2020 12:25:42	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000019	31.01.2020 13:42:09	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	9.94	904.54
00БП-000019	31.01.2020 13:42:09	БП-00000005	Аренда помещений	800	12 800
00БП-000020	14.01.2020 13:39:59	БП-00000083	Услуги рекламы	640	640
00БП-000021	18.01.2020 12:00:00	БП-00000083	Услуги рекламы	640	640
00БП-000022	21.01.2020 14:57:26	БП-00000083	Услуги рекламы	640	640
00БП-000024	31.01.2020 13:42:10	БП-00000033	Услуги связи	1 000	1 000
00БП-000025	31.01.2020 10:55:56	БП-00000165	Поддержка 1С	750	750
00БП-000026	07.02.2020 14:00:33	БП-00000254	Сложная сборка ПК	1 241.67	1 241.67
00БП-000034	17.02.2020 12:11:28	БП-00000083	Услуги рекламы	4 200	4 200
00БП-000035	25.02.2020 16:10:08	БП-00000083	Услуги рекламы	1 440	1 440
00БП-000036	27.02.2020 14:13:51	БП-00000235	Обслуживание ККМ	300	300
00БП-000037	31.01.2020 13:42:16	БП-00000083	Услуги рекламы	720	720
00БП-000038	07.02.2020 14:00:35	БП-00000083	Услуги рекламы	720	720
00БП-000039	14.02.2020 10:48:15	БП-00000083	Услуги рекламы	720	720
00БП-000040	21.02.2020 12:14:37	БП-00000083	Услуги рекламы	720	720
00БП-000041	29.02.2020 12:00:01	БП-00000005	Аренда помещений	12 000	12 000
00БП-000042	29.02.2020 12:00:02	БП-00000005	Аренда помещений	800	12 800
00БП-000043	29.02.2020 12:00:03	БП-00000005	Аренда помещений	7 138	7 138
00БП-000044	07.02.2020 14:00:36	БП-00000083	Услуги рекламы	987	987
00БП-000045	29.02.2020 14:36:08	БП-00000033	Услуги связи	1 000	1 000
00БП-000047	29.02.2020 14:36:09	БП-00000005	Аренда помещений	575	17 422.5
00БП-000048	29.02.2020 14:36:10	БП-00000005	Аренда помещений	575	9 487.5
00БП-000049	29.02.2020 14:36:11	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000050	29.02.2020 14:36:12	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000051	29.02.2020 14:36:13	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000052	29.02.2020 14:36:14	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000053	29.02.2020 14:36:15	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000054	29.02.2020 14:36:16	БП-00000005	Аренда помещений	575	5 405
00БП-000055	03.03.2020 13:13:51	БП-00000083	Услуги рекламы	640	640
00БП-000056	29.02.2020 14:36:18	БП-00000033	Услуги связи	982.76	982.76
00БП-000057	13.03.2020 12:00:01	БП-00000299	Обучение персонала	2 500	2 500
00БП-000058	29.02.2020 14:36:19	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	9.78	1 486.56
00БП-000060	10.01.2020 14:09:38	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	150	330 000
00БП-000061	15.01.2020 12:00:05	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	150	332 175
00БП-000062	15.01.2020 12:00:06	БП-00000205	Погрузо-разгрузочные услуги	0.85	56 923.85
00БП-000063	20.01.2020 15:20:05	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	150	300 000
00БП-000064	25.01.2020 12:00:01	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	150	292 500
00БП-000065	31.01.2020 13:42:17	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	150	315 000
00БП-000066	31.01.2020 13:42:18	БП-00000205	Погрузо-разгрузочные услуги	0.85	104 043.27
00БП-000067	10.02.2020 16:06:09	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	342 000
00БП-000068	15.02.2020 12:00:04	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	271 890
00БП-000069	15.02.2020 12:00:05	БП-00000205	Погрузо-разгрузочные услуги	0.85	82 770.38
00БП-000070	20.02.2020 14:53:56	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	315 000
00БП-000071	25.02.2020 16:10:09	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	324 000
00БП-000072	29.02.2020 14:36:20	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	437 400
00БП-000073	28.02.2020 16:04:21	БП-00000340	Ремонт офиса	201 416	201 416
00БП-000074	15.03.2020 12:00:04	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	150	733 350
00БП-000075	31.03.2020 12:00:05	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	150	821 850
00БП-000076	16.03.2020 0:00:04	БП-00000339	Сайт	340 000	340 000
00БП-000078	20.03.2020 11:42:15	БП-00000235	Обслуживание ККМ	300	300
00БП-000079	16.03.2020 16:09:05	БП-00000083	Услуги рекламы	2 000	2 000
00БП-000081	31.03.2020 12:00:02	БП-00000005	Аренда помещений	12 000	12 000
00БП-000083	24.03.2020 12:00:00	БП-00000299	Обучение персонала	2 500	5 000
